d1,type,d2,event_category
DB00201,0,DB01242,Common
DB00969,0,DB00281,Common
DB01118,0,DB00724,Common
DB01195,0,DB04871,Common
DB00283,0,DB13956,Common
DB04574,0,DB00270,Common
DB11901,0,DB00283,Common
DB01159,0,DB00678,Common
DB00590,0,DB01403,Common
DB00257,0,DB00822,Common
DB09198,0,DB00461,Common
DB00907,0,DB00988,Common
DB01026,0,DB00451,Common
DB00921,0,DB00169,Common
DB00531,0,DB01167,Common
DB00814,0,DB00622,Common
DB00216,0,DB00745,Common
DB01156,0,DB01195,Common
DB00207,0,DB00356,Common
DB00829,0,DB09198,Common
DB00283,0,DB00924,Common
DB01026,0,DB00379,Common
DB01274,0,DB01171,Common
DB00283,0,DB04946,Common
DB00608,0,DB00455,Common
DB00188,0,DB00283,Common
DB00297,0,DB04855,Common
DB01242,0,DB00598,Common
DB00363,0,DB01149,Common
DB13956,0,DB09198,Common
DB01016,0,DB00270,Common
DB04920,0,DB01075,Common
DB00257,0,DB01018,Common
DB00518,0,DB00270,Common
DB01559,0,DB00343,Common
DB01426,0,DB01403,Common
DB00316,0,DB00678,Common
DB00499,0,DB00379,Common
DB00169,0,DB01177,Common
DB00320,0,DB00379,Common
DB00207,0,DB00586,Common
DB00568,0,DB00544,Common
DB00289,0,DB00757,Common
DB00289,0,DB01355,Common
DB00188,0,DB00254,Common
DB00501,0,DB01259,Common
DB01184,0,DB09198,Common
DB00257,0,DB01020,Common
DB01012,0,DB00983,Common
DB01544,0,DB00472,Common
DB00207,0,DB01002,Common
DB01466,0,DB00619,Common
DB00318,0,DB00343,Common
DB00637,0,DB00195,Common
DB01012,0,DB00332,Common
DB00283,0,DB00822,Common
DB00544,0,DB00678,Common
DB00201,0,DB01403,Common
DB00637,0,DB04871,Common
DB00502,0,DB08893,Common
DB00363,0,DB00751,Common
DB01211,0,DB01110,Common
DB05541,0,DB00091,Common
DB00866,0,DB01075,Common
DB01151,0,DB01181,Common
DB01211,0,DB06292,Common
DB00343,0,DB00317,Common
DB00673,0,DB09119,Common
DB00270,0,DB00370,Common
DB00185,0,DB00477,Common
DB00289,0,DB01211,Common
DB01095,0,DB14011,Common
DB00257,0,DB13956,Common
DB00188,0,DB01075,Common
DB00245,0,DB01171,Common
DB00757,0,DB09167,Common
DB09039,0,DB01228,Common
DB00254,0,DB00959,Common
DB00316,0,DB00458,Common
DB00276,0,DB01151,Common
DB00201,0,DB00917,Common
DB00289,0,DB00947,Common
DB00783,0,DB00176,Common
DB00257,0,DB00741,Common
DB00835,0,DB01242,Common
DB01274,0,DB01012,Common
DB00586,0,DB00619,Common
DB01211,0,DB01242,Common
DB09167,0,DB01107,Common
DB00188,0,DB00180,Common
DB13952,0,DB01241,Common
DB01393,0,DB01211,Common
DB00283,0,DB08893,Common
DB01167,0,DB14011,Common
DB00748,0,DB00176,Common
DB01068,0,DB01026,Common
DB00169,0,DB00371,Common
DB01418,0,DB00320,Common
DB01355,0,DB01026,Common
DB00316,0,DB01151,Common
DB00188,0,DB00593,Common
DB00972,0,DB00745,Common
DB01118,0,DB00736,Common
DB00672,0,DB01097,Common
DB01431,0,DB00091,Common
DB00091,0,DB00324,Common
DB00091,0,DB01240,Common
DB00254,0,DB00690,Common
DB00257,0,DB01206,Common
DB01029,0,DB01026,Common
DB00593,0,DB01167,Common
DB00188,0,DB04871,Common
DB00289,0,DB01018,Common
DB00169,0,DB00266,Common
DB00363,0,DB00933,Common
DB00201,0,DB00655,Common
DB00608,0,DB00988,Common
DB00972,0,DB09039,Common
DB00518,0,DB00379,Common
DB00446,0,DB01181,Common
DB06403,0,DB01241,Common
DB05351,0,DB00472,Common
DB00270,0,DB00528,Common
DB00343,0,DB01159,Common
DB00575,0,DB01149,Common
DB00283,0,DB00829,Common
DB00472,0,DB00371,Common
DB00356,0,DB00363,Common
DB00530,0,DB00619,Common
DB01075,0,DB09053,Common
DB00201,0,DB01184,Common
DB00482,0,DB00924,Common
DB00254,0,DB00949,Common
DB00907,0,DB01628,Common
DB00343,0,DB01248,Common
DB00316,0,DB09198,Common
DB00169,0,DB01018,Common
DB00499,0,DB01167,Common
DB00482,0,DB00514,Common
DB09198,0,DB04871,Common
DB00289,0,DB00773,Common
DB01259,0,DB00281,Common
DB00907,0,DB09555,Common
DB00216,0,DB00805,Common
DB00169,0,DB08868,Common
DB00283,0,DB00602,Common
DB00446,0,DB05246,Common
DB01175,0,DB00951,Common
DB06772,0,DB00678,Common
DB00869,0,DB00199,Common
DB00201,0,DB04946,Common
DB00180,0,DB01149,Common
DB12001,0,DB00188,Common
DB01197,0,DB00482,Common
DB05812,0,DB00482,Common
DB00289,0,DB00590,Common
DB00972,0,DB00254,Common
DB00496,0,DB00472,Common
DB05219,0,DB01142,Common
DB00496,0,DB00589,Common
DB00482,1,DB00749,Common
DB00476,1,DB08815,Common
DB00586,1,DB01097,Common
DB00185,1,DB00805,Common
DB00945,1,DB01166,Common
DB01253,1,DB01275,Common
DB01351,1,DB09128,Common
DB09116,1,DB01407,Common
DB00543,1,DB00950,Common
DB01612,1,DB09235,Common
DB00476,1,DB00934,Common
DB00496,1,DB11181,Common
DB01014,1,DB00324,Common
DB00594,1,DB01159,Common
DB00543,1,DB01215,Common
DB00956,1,DB00332,Common
DB00248,1,DB01026,Common
DB00924,1,DB09224,Common
DB00883,1,DB00264,Common
DB01197,1,DB01283,Common
DB00215,1,DB00952,Common
DB01558,1,DB01151,Common
DB00720,1,DB00749,Common
DB00631,1,DB00753,Common
DB06736,1,DB00482,Common
DB00996,1,DB00458,Common
DB01320,1,DB00737,Common
DB01065,1,DB09224,Common
DB01466,1,DB00933,Common
DB00394,1,DB00688,Common
DB00245,1,DB01466,Common
DB01200,1,DB00255,Common
DB00594,1,DB04920,Common
DB00887,1,DB00695,Common
DB00257,1,DB00320,Common
DB00297,1,DB00647,Common
DB00983,1,DB00370,Common
DB05246,1,DB00295,Common
DB00321,1,DB00998,Common
DB00297,1,DB09232,Common
DB00754,1,DB04841,Common
DB00490,1,DB00575,Common
DB00967,1,DB00333,Common
DB06216,1,DB00907,Common
DB08897,1,DB01466,Common
DB00647,1,DB00700,Common
DB00748,1,DB01068,Common
DB00402,1,DB00934,Common
DB01466,1,DB00949,Common
DB00813,1,DB00849,Common
DB00297,1,DB00434,Common
DB01240,1,DB00753,Common
DB00678,1,DB00353,Common
DB04953,1,DB00281,Common
DB00796,1,DB01159,Common
DB00972,1,DB00963,Common
DB00289,1,DB00589,Common
DB00494,1,DB01227,Common
DB01176,1,DB05246,Common
DB00907,1,DB00292,Common
DB00180,1,DB00788,Common
DB04908,1,DB00623,Common
DB00186,1,DB00737,Common
DB01114,1,DB04953,Common
DB04908,1,DB09048,Common
DB00318,1,DB00281,Common
DB09166,1,DB00933,Common
DB00737,1,DB00371,Common
DB00575,1,DB09166,Common
DB00647,1,DB05246,Common
DB01558,1,DB00683,Common
DB01238,1,DB01161,Common
DB01151,1,DB00035,Common
DB00967,1,DB00996,Common
DB00700,1,DB00622,Common
DB00748,1,DB00402,Common
DB01380,1,DB00677,Common
DB06700,1,DB00933,Common
DB00647,1,DB06716,Common
DB00690,1,DB08918,Common
DB01410,1,DB00843,Common
DB00972,1,DB01024,Common
DB00903,1,DB00264,Common
DB00490,1,DB00934,Common
DB06216,1,DB00849,Common
DB00472,1,DB06716,Common
DB01142,1,DB05039,Common
DB00318,1,DB00371,Common
DB01002,1,DB05246,Common
DB00233,1,DB00588,Common
DB00814,1,DB00461,Common
DB06262,1,DB01171,Common
DB01143,1,DB00700,Common
DB09166,1,DB00327,Common
DB06736,1,DB00179,Common
DB06292,1,DB04861,Common
DB01076,1,DB00542,Common
DB00477,1,DB00813,Common
DB00647,1,DB01075,Common
DB01169,1,DB01018,Common
DB00865,1,DB01577,Common
DB00748,1,DB01176,Common
DB00395,1,DB01355,Common
DB09214,1,DB00688,Common
DB01086,1,DB00748,Common
DB00182,1,DB01577,Common
DB01086,1,DB00434,Common
DB00283,1,DB06716,Common
DB01161,1,DB00295,Common
DB00363,1,DB00563,Common
DB00476,1,DB01355,Common
DB01200,1,DB01029,Common
DB06594,1,DB00647,Common
DB00494,1,DB08815,Common
DB01244,1,DB01200,Common
DB06700,1,DB01171,Common
DB00527,1,DB00593,Common
DB01351,1,DB00502,Common
DB00593,1,DB00875,Common
DB00528,1,DB00353,Common
DB11148,1,DB00472,Common
DB06725,1,DB00784,Common
DB01143,1,DB01020,Common
DB00933,1,DB00422,Common
DB11148,1,DB00950,Common
DB00240,1,DB09212,Common
DB00712,1,DB06725,Common
DB00496,1,DB00647,Common
DB01142,1,DB00176,Common
DB01407,1,DB01242,Common
DB00696,1,DB00959,Common
DB00810,1,DB00956,Common
DB00590,1,DB00903,Common
DB00588,1,DB00772,Common
DB00700,1,DB00264,Common
DB00907,1,DB00849,Common
DB00476,1,DB00950,Common
DB00887,1,DB00264,Common
DB00963,1,DB00608,Common
DB06216,1,DB01227,Common
DB01612,1,DB06292,Common
DB00876,1,DB01009,Common
DB06772,1,DB06789,Common
DB00477,1,DB00968,Common
DB00647,1,DB04946,Common
DB04794,1,DB01253,Common
DB00564,1,DB00555,Common
DB01144,1,DB01240,Common
DB00875,1,DB09224,Common
DB00381,1,DB00363,Common
DB00613,1,DB00358,Common
DB01466,1,DB00295,Common
DB06736,1,DB00861,Common
DB06772,1,DB00262,Common
DB00484,1,DB00472,Common
DB00924,1,DB00176,Common
DB00363,1,DB08815,Common
DB01043,1,DB00959,Common
DB00588,1,DB08815,Common
DB01253,1,DB00959,Common
DB00950,1,DB01065,Common
DB01076,1,DB00455,Common
DB00436,1,DB06292,Common
DB00356,1,DB00353,Common
DB01248,1,DB00530,Common
DB00201,1,DB00983,Common
DB00918,1,DB09128,Common
DB01161,1,DB01242,Common
DB00248,1,DB01023,Common
DB06738,1,DB00281,Common
DB01253,1,DB00745,Common
DB00754,1,DB08815,Common
DB00395,1,DB00628,Common
DB00356,1,DB00494,Common
DB01466,1,DB01171,Common
DB01050,1,DB01009,Common
DB00467,1,DB00764,Common
DB00381,1,DB00695,Common
DB01253,1,DB05381,Common
DB00297,1,DB00883,Common
DB00872,1,DB00695,Common
DB11181,1,DB06738,Common
DB01200,1,DB00796,Common
DB06772,1,DB00762,Common
DB00754,1,DB09224,Common
DB00802,1,DB00633,Common
DB01242,1,DB00703,Common
DB00998,1,DB04946,Common
DB09232,1,DB00903,Common
DB00748,1,DB00318,Common
DB00434,1,DB00281,Common
DB01612,1,DB00808,Common
DB00502,1,DB00688,Common
DB00972,1,DB01380,Common
DB00292,1,DB00996,Common
DB00292,1,DB06716,Common
DB01233,1,DB00764,Common
DB00875,1,DB01320,Common
DB06292,1,DB09235,Common
DB01248,1,DB00179,Common
DB00292,1,DB04946,Common
DB04953,1,DB00458,Common
DB00527,1,DB00647,Common
DB00784,1,DB00814,Common
DB00608,1,DB00588,Common
DB00402,1,DB04841,Common
DB00318,1,DB04953,Common
DB01435,1,DB01076,Common
DB00514,1,DB00333,Common
DB01161,1,DB00283,Common
DB06594,1,DB00802,Common
DB00543,1,DB01219,Common
DB01200,1,DB08907,Common
DB00233,1,DB00180,Common
DB00215,1,DB06282,Common
DB00297,1,DB01068,Common
DB05676,1,DB01009,Common
DB00945,1,DB01050,Common
DB01466,1,DB00281,Common
DB01068,1,DB01219,Common
DB01396,1,DB00695,Common
DB00887,1,DB00968,Common
DB09026,1,DB01002,Common
DB00887,1,DB01396,Common
DB00762,1,DB01097,Common
DB00283,1,DB01320,Common
DB01435,1,DB00328,Common
DB00628,1,DB00934,Common
DB00575,1,DB00494,Common
DB01628,1,DB01097,Common
DB00655,1,DB00814,Common
DB05676,1,DB00655,Common
DB00254,1,DB01253,Common
DB01013,1,DB00674,Common
DB00543,1,DB00295,Common
DB01175,1,DB05246,Common
DB01068,1,DB01355,Common
DB00841,1,DB00988,Common
DB00753,1,DB00703,Common
DB00318,1,DB00593,Common
DB00482,1,DB06725,Common
DB00215,1,DB00370,Common
DB00182,1,DB00647,Common
DB06772,1,DB00987,Common
DB00233,1,DB08906,Common
DB00494,1,DB00472,Common
DB04920,1,DB09235,Common
DB00297,1,DB00703,Common
DB00813,1,DB00875,Common
DB04841,1,DB01227,Common
DB06772,1,DB00441,Common
DB01217,1,DB06772,Common
DB01466,1,DB00332,Common
DB01219,1,DB05246,Common
DB00321,1,DB00327,Common
DB00950,1,DB00371,Common
DB00655,1,DB00328,Common
DB00835,1,DB08918,Common
DB00861,1,DB00869,Common
DB00907,1,DB00683,Common
DB00584,1,DB00328,Common
DB01175,1,DB00813,Common
DB06594,1,DB00402,Common
DB01161,1,DB00215,Common
DB00594,1,DB01144,Common
DB01253,1,DB08882,Common
DB06282,1,DB00186,Common
DB00363,1,DB00445,Common
DB13783,1,DB00959,Common
DB00477,1,DB05246,Common
DB01219,1,DB00333,Common
DB01437,1,DB06282,Common
DB00802,1,DB04908,Common
DB00584,1,DB01002,Common
DB00588,1,DB01400,Common
DB09235,1,DB01159,Common
DB05676,1,DB00584,Common
DB01466,1,DB00690,Common
DB00647,1,DB09235,Common
DB00945,1,DB00608,Common
DB12001,1,DB01211,Common
DB00753,1,DB01587,Common
DB00714,1,DB01159,Common
DB00903,1,DB01023,Common
DB00861,1,DB09285,Common
DB00356,1,DB00327,Common
DB01118,1,DB01275,Common
DB00963,1,DB00502,Common
DB01200,1,DB00455,Common
DB00655,1,DB00358,Common
DB00248,1,DB00528,Common
DB00963,1,DB00788,Common
DB01200,1,DB00528,Common
DB00819,1,DB00295,Common
DB01076,1,DB08820,Common
DB01238,1,DB00933,Common
DB00835,1,DB04953,Common
DB01122,1,DB01013,Common
DB00494,1,DB00950,Common
DB01142,1,DB00753,Common
DB04946,1,DB00455,Common
DB00240,1,DB01050,Common
DB01159,1,DB00934,Common
DB00245,1,DB08893,Common
DB01351,1,DB01176,Common
DB00741,1,DB01009,Common
DB01242,1,DB00494,Common
DB00633,1,DB00683,Common
DB00195,1,DB00703,Common
DB01466,1,DB01065,Common
DB01114,1,DB00934,Common
DB00694,1,DB00353,Common
DB00182,1,DB00333,Common
DB01142,1,DB01028,Common
DB00814,1,DB00688,Common
DB00321,1,DB01233,Common
DB06736,1,DB00180,Common
DB00434,1,DB01219,Common
DB00631,1,DB04861,Common
DB01086,1,DB00623,Common
DB01219,1,DB01018,Common
DB01238,1,DB00934,Common
DB01076,1,DB01628,Common
DB00477,1,DB06282,Common
DB08897,1,DB06738,Common
DB00321,1,DB00949,Common
DB00754,1,DB01221,Common
DB00402,1,DB00333,Common
DB00494,1,DB05246,Common
DB01244,1,DB00631,Common
DB01114,1,DB00292,Common
DB00967,1,DB00472,Common
DB00228,1,DB00472,Common
DB01043,1,DB00764,Common
DB00882,1,DB01253,Common
DB00861,1,DB00703,Common
DB01151,1,DB00320,Common
DB00612,1,DB00883,Common
DB06738,1,DB00555,Common
DB00924,1,DB00555,Common
DB01544,1,DB00588,Common
DB01406,1,DB00696,Common
DB01076,1,DB00358,Common
DB00748,1,DB00623,Common
DB00972,1,DB00461,Common
DB06772,1,DB00631,Common
DB00696,1,DB00951,Common
DB01200,1,DB00199,Common
DB01114,1,DB00813,Common
DB00802,1,DB00753,Common
DB00945,1,DB00240,Common
DB01151,1,DB00333,Common
DB00248,1,DB00773,Common
DB04871,1,DB00934,Common
DB00356,1,DB00588,Common
DB00521,1,DB00903,Common
DB06800,1,DB11691,Common
DB01558,1,DB05246,Common
DB00289,1,DB00353,Common
DB00872,1,DB00876,Common
DB00804,1,DB06738,Common
DB00297,1,DB01028,Common
DB01161,1,DB00575,Common
DB00861,1,DB01097,Common
DB01200,1,DB13139,Common
DB13783,1,DB00394,Common
DB01169,1,DB06772,Common
DB00248,1,DB00215,Common
DB00594,1,DB01169,Common
DB00813,1,DB00934,Common
DB01242,1,DB01023,Common
DB00381,1,DB00295,Common
DB01197,1,DB00633,Common
DB00363,1,DB00186,Common
DB01435,1,DB00461,Common
DB00411,1,DB00843,Common
DB01013,1,DB06725,Common
DB00527,1,DB01018,Common
DB00647,1,DB00829,Common
DB00484,1,DB09232,Common
DB01558,1,DB00934,Common
DB00395,1,DB00333,Common
DB00434,1,DB00690,Common
DB00321,1,DB00295,Common
DB00584,1,DB00678,Common
DB00484,1,DB00872,Common
DB00564,1,DB01176,Common
DB01219,1,DB06716,Common
DB00876,1,DB01283,Common
DB00564,1,DB00805,Common
DB00395,1,DB00318,Common
DB00921,1,DB09338,Common
DB06292,1,DB00590,Common
DB00967,1,DB00933,Common
DB09026,1,DB00883,Common
DB01242,1,DB00924,Common
DB01227,1,DB05246,Common
DB00262,1,DB00363,Common
DB00623,1,DB00455,Common
DB00297,1,DB00934,Common
DB01175,1,DB01235,Common
DB00887,1,DB06738,Common
DB00872,1,DB04861,Common
DB04846,1,DB01142,Common
DB00543,1,DB01142,Common
DB00647,1,DB00292,Common
DB00903,1,DB00598,Common
DB13139,1,DB00370,Common
DB01076,1,DB01253,Common
DB00318,1,DB00979,Common
DB08907,1,DB00631,Common
DB00949,1,DB06738,Common
DB00753,1,DB00455,Common
DB05676,1,DB01380,Common
DB00950,1,DB01437,Common
DB04908,1,DB00455,Common
DB06594,1,DB00228,Common
DB03128,1,DB00805,Common
DB01238,1,DB00327,Common
DB00695,1,DB06738,Common
DB01114,1,DB01215,Common
DB01222,1,DB04817,Common
DB00714,1,DB09232,Common
DB08815,1,DB01028,Common
DB06736,1,DB00720,Common
DB01244,1,DB00703,Common
DB01075,1,DB01215,Common
DB00402,1,DB00754,Common
DB05676,1,DB00324,Common
DB01242,1,DB00813,Common
DB00356,1,DB00813,Common
DB06594,1,DB01587,Common
DB04946,1,DB09224,Common
DB00356,1,DB01215,Common
DB01242,1,DB00949,Common
DB00924,1,DB01253,Common
DB00494,1,DB01437,Common
DB00434,1,DB01065,Common
DB09214,1,DB00179,Common
DB00872,1,DB00264,Common
DB01437,1,DB00934,Common
DB00875,1,DB00422,Common
DB04946,1,DB01171,Common
DB00696,1,DB09224,Common
DB00741,1,DB04817,Common
DB00207,1,DB00248,Common
DB01193,1,DB01159,Common
DB06216,1,DB01086,Common
DB11148,1,DB00476,Common
DB00458,1,DB01065,Common
DB00476,1,DB01171,Common
DB01222,1,DB00674,Common
DB00678,1,DB04817,Common
DB01197,1,DB00631,Common
DB00754,1,DB00371,Common
DB00647,1,DB00950,Common
DB00290,1,DB01248,Common
DB04908,1,DB06716,Common
DB01064,1,DB00370,Common
DB05381,1,DB00589,Common
DB09116,1,DB00598,Common
DB00575,1,DB00371,Common
DB00402,1,DB01437,Common
DB00436,1,DB00700,Common
DB00283,1,DB00292,Common
DB00035,1,DB00328,Common
DB00555,1,DB01149,Common
DB01227,1,DB01171,Common
DB00835,1,DB01142,Common
DB01097,1,DB00764,Common
DB01351,1,DB00934,Common
DB00233,1,DB01013,Common
DB00875,1,DB00295,Common
DB01200,1,DB00813,Common
DB05239,1,DB01248,Common
DB00972,1,DB00749,Common
DB01242,1,DB00700,Common
DB00575,1,DB09224,Common
DB04855,1,DB04908,Common
DB00328,1,DB00461,Common
DB00835,1,DB06700,Common
DB00647,1,DB04908,Common
DB01253,1,DB13139,Common
DB01018,1,DB00737,Common
DB00477,1,DB00528,Common
DB00835,1,DB00633,Common
DB01175,1,DB00555,Common
DB01238,1,DB01114,Common
DB00802,1,DB00436,Common
DB00254,1,DB00696,Common
DB00694,1,DB00589,Common
DB00248,1,DB01559,Common
DB00835,1,DB01466,Common
DB00612,1,DB09232,Common
DB00321,1,DB06716,Common
DB04574,1,DB00358,Common
DB01242,1,DB01029,Common
DB00543,1,DB01151,Common
DB00434,1,DB00737,Common
DB00527,1,DB00575,Common
DB00248,1,DB00924,Common
DB01142,1,DB00813,Common
DB01235,1,DB01028,Common
DB00564,1,DB01235,Common
DB01242,1,DB01221,Common
DB00297,1,DB00876,Common
DB01234,1,DB00696,Common
DB01068,1,DB00813,Common
DB01197,1,DB01029,Common
DB00819,1,DB00647,Common
DB09026,1,DB00633,Common
DB00182,1,DB00956,Common
DB00188,1,DB00320,Common
DB01628,1,DB01283,Common
DB04946,1,DB00353,Common
DB00647,1,DB06800,Common
DB00476,1,DB00557,Common
DB01558,1,DB00753,Common
DB00876,1,DB00883,Common
DB01175,1,DB01002,Common
DB00458,1,DB00737,Common
DB00945,1,DB00443,Common
DB00835,1,DB04841,Common
DB01075,1,DB00402,Common
DB00647,1,DB00695,Common
DB00829,1,DB00320,Common
DB00575,1,DB00933,Common
DB00655,1,DB00688,Common
DB01193,1,DB08907,Common
DB01283,1,DB00784,Common
DB01200,1,DB00921,Common
DB01435,1,DB09212,Common
DB01151,1,DB00514,Common
DB00353,1,DB00683,Common
DB09128,1,DB01114,Common
DB01253,1,DB00623,Common
DB01558,1,DB01018,Common
DB01161,1,DB00472,Common
DB00589,1,DB01204,Common
DB00292,1,DB01587,Common
DB00248,1,DB00270,Common
DB00363,1,DB00967,Common
DB01587,1,DB00371,Common
DB00543,1,DB00593,Common
DB00819,1,DB01200,Common
DB00182,1,DB00813,Common
DB01169,1,DB00696,Common
DB01118,1,DB01612,Common
DB00700,1,DB00528,Common
DB01351,1,DB08815,Common
DB00321,1,DB00841,Common
DB00784,1,DB09285,Common
DB00327,1,DB05246,Common
DB00228,1,DB00813,Common
DB06594,1,DB01075,Common
DB00494,1,DB01320,Common
DB00228,1,DB00950,Common
DB00796,1,DB01144,Common
DB00950,1,DB00327,Common
DB01221,1,DB06738,Common
DB01014,1,DB04574,Common
DB00608,1,DB00784,Common
DB00363,1,DB00683,Common
DB00921,1,DB00805,Common
DB01242,1,DB00295,Common
DB00572,1,DB00956,Common
DB00903,1,DB04861,Common
DB06700,1,DB06716,Common
DB00887,1,DB01136,Common
DB00363,1,DB01177,Common
DB01245,1,DB00764,Common
DB00594,1,DB09235,Common
DB00673,1,DB01076,Common
DB00748,1,DB01114,Common
DB04953,1,DB00186,Common
DB01222,1,DB01245,Common
DB01076,1,DB00813,Common
DB00753,1,DB01028,Common
DB00814,1,DB00788,Common
DB01628,1,DB09212,Common
DB01217,1,DB00248,Common
DB00933,1,DB01028,Common
DB01466,1,DB04841,Common
DB00363,1,DB01002,Common
DB00972,1,DB00788,Common
DB00490,1,DB00690,Common
DB00394,1,DB01137,Common
DB08907,1,DB00622,Common
DB00696,1,DB00176,Common
DB09212,1,DB00688,Common
DB01181,1,DB00589,Common
DB06263,1,DB01248,Common
DB00555,1,DB06282,Common
DB00720,1,DB00586,Common
DB00998,1,DB00370,Common
DB06594,1,DB00754,Common
DB01407,1,DB00924,Common
DB00436,1,DB01144,Common
DB01086,1,DB00555,Common
DB06594,1,DB00283,Common
DB00381,1,DB06292,Common
DB00327,1,DB00371,Common
DB01222,1,DB00788,Common
DB00477,1,DB06716,Common
DB00813,1,DB00371,Common
DB09128,1,DB06700,Common
DB00753,1,DB00934,Common
DB01161,1,DB00934,Common
DB01219,1,DB01215,Common
DB00381,1,DB00297,Common
DB00494,1,DB00683,Common
DB00754,1,DB01159,Common
DB06594,1,DB00737,Common
DB04953,1,DB00623,Common
DB01002,1,DB00849,Common
DB00458,1,DB00934,Common
DB08815,1,DB01233,Common
DB00741,1,DB01233,Common
DB06700,1,DB00898,Common
DB01086,1,DB01028,Common
DB06772,1,DB01177,Common
DB00813,1,DB01221,Common
DB00182,1,DB01149,Common
DB00623,1,DB00690,Common
DB00356,1,DB01002,Common
DB06216,1,DB01558,Common
DB00490,1,DB01028,Common
DB00996,1,DB01227,Common
DB00574,1,DB01403,Common
DB06772,1,DB01280,Common
DB04920,1,DB01240,Common
DB01169,1,DB00297,Common
DB00035,1,DB04817,Common
DB00490,1,DB01142,Common
DB00829,1,DB00502,Common
DB00542,1,DB01628,Common
DB00297,1,DB09166,Common
DB00035,1,DB08918,Common
DB00182,1,DB01064,Common
DB00363,1,DB04845,Common
DB00586,1,DB08906,Common
DB00035,1,DB00784,Common
DB00584,1,DB00703,Common
DB00490,1,DB00395,Common
DB00542,1,DB00486,Common
DB00502,1,DB01065,Common
DB00363,1,DB01018,Common
DB00934,1,DB01149,Common
DB04953,1,DB08815,Common
DB06716,1,DB01227,Common
DB00612,1,DB06292,Common
DB00875,1,DB00933,Common
DB00297,1,DB00968,Common
DB01219,1,DB00683,Common
DB11148,1,DB01149,Common
DB00628,1,DB01544,Common
DB00318,1,DB00588,Common
DB01176,1,DB00924,Common
DB06292,1,DB01018,Common
DB00207,1,DB00353,Common
DB00754,1,DB01149,Common
DB00741,1,DB00461,Common
DB01219,1,DB00472,Common
DB00749,1,DB00814,Common
DB01142,1,DB01544,Common
DB00903,1,DB01466,Common
DB00182,1,DB00327,Common
DB00394,1,DB00674,Common
DB00395,1,DB01215,Common
DB08897,1,DB00802,Common
DB01320,1,DB01437,Common
DB01238,1,DB00395,Common
DB01075,1,DB06716,Common
DB00748,1,DB08815,Common
DB01351,1,DB00564,Common
DB01544,1,DB05246,Common
DB00631,1,DB01097,Common
DB00928,1,DB06772,Common
DB00328,1,DB00784,Common
DB01076,1,DB00528,Common
DB00741,1,DB00353,Common
DB01435,1,DB00443,Common
DB00476,1,DB00292,Common
DB05676,1,DB00586,Common
DB00810,1,DB01466,Common
DB00494,1,DB04946,Common
DB00245,1,DB00921,Common
DB00358,1,DB00764,Common
DB00748,1,DB01065,Common
DB01086,1,DB00395,Common
DB00588,1,DB00784,Common
DB06016,1,DB01253,Common
DB01176,1,DB01227,Common
DB00528,1,DB01002,Common
DB00612,1,DB00700,Common
DB00924,1,DB06701,Common
DB00228,1,DB08815,Common
DB01086,1,DB11148,Common
DB00327,1,DB08815,Common
DB01355,1,DB01028,Common
DB00594,1,DB01242,Common
DB01159,1,DB05246,Common
DB00490,1,DB00402,Common
DB01119,1,DB00808,Common
DB04574,1,DB00179,Common
DB00647,1,DB01587,Common
DB00628,1,DB00476,Common
DB00588,1,DB00996,Common
DB04920,1,DB01018,Common
DB01410,1,DB04817,Common
DB08907,1,DB09232,Common
DB00321,1,DB00176,Common
DB00972,1,DB00876,Common
DB00318,1,DB00292,Common
DB00248,1,DB13874,Common
DB04841,1,DB06282,Common
DB00898,1,DB00589,Common
DB00484,1,DB00805,Common
DB00575,1,DB00623,Common
DB01076,1,DB00283,Common
DB06736,1,DB01009,Common
DB01166,1,DB01253,Common
DB00972,1,DB06700,Common
DB00195,1,DB08907,Common
DB06216,1,DB00996,Common
DB01612,1,DB04920,Common
DB06594,1,DB01558,Common
DB00696,1,DB04946,Common
DB01161,1,DB00363,Common
DB01200,1,DB00472,Common
DB00182,1,DB00564,Common
DB01248,1,DB00544,Common
DB09166,1,DB00502,Common
DB00436,1,DB00631,Common
DB01355,1,DB00455,Common
DB04920,1,DB01144,Common
DB00502,1,DB00753,Common
DB00575,1,DB00422,Common
DB00949,1,DB00295,Common
DB00542,1,DB00633,Common
DB01355,1,DB00753,Common
DB01014,1,DB00542,Common
DB00035,1,DB00327,Common
DB00434,1,DB00327,Common
DB01612,1,DB00887,Common
DB01240,1,DB00486,Common
DB00814,1,DB01024,Common
DB13783,1,DB01009,Common
DB00527,1,DB00950,Common
DB01114,1,DB00281,Common
DB06716,1,DB01018,Common
DB00245,1,DB00295,Common
DB01435,1,DB00502,Common
DB01176,1,DB09166,Common
DB01222,1,DB00805,Common
DB00318,1,DB00690,Common
DB06700,1,DB00557,Common
DB00633,1,DB01020,Common
DB00700,1,DB00295,Common
DB04841,1,DB04946,Common
DB00527,1,DB01242,Common
DB01151,1,DB01215,Common
DB08897,1,DB00327,Common
DB01151,1,DB00690,Common
DB00594,1,DB00808,Common
DB00903,1,DB01275,Common
DB00633,1,DB00402,Common
DB01114,1,DB00683,Common
DB00321,1,DB01215,Common
DB00647,1,DB00327,Common
DB01253,1,DB01259,Common
DB00486,1,DB01149,Common
